Unnamed: 0,ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
4785,9722,Mitogen-activated protein kinase 6,MAPK6,,,Q16659,MK06_HUMAN,2I6L,,,HGNC:6879,Humans,DB00945; DB02587
4788,2091,Fibrinogen beta chain,FGB,182430.0,J00129,P02675,FIBB_HUMAN,1FZA; 1FZB; 1FZC; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 2A45; 2FFD; 2H43; 2HLO; 2HOD; 2HPC; 2OYH; 2OYI; 2Q9I; 2XNX; 2XNY; 2Z4E; 3BVH; 3E1I; 3GHG; 3H32; 3HUS,,FGB,HGNC:3662,Humans,DB00364
4789,2092,Fibrinogen gamma chain,FGG,182439.0,M10014,P02679,FIBG_HUMAN,1DUG; 1FIB; 1FIC; 1FID; 1FZA; 1FZB; 1FZC; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 2A45; 2FFD; 2FIB; 2H43; 2HLO; 2HOD; 2HPC; 2HWL; 2OYH; 2OYI; 2Q9I; 2VDO; 2VDP; 2VDQ; 2VDR; 2VR3; 2XNX; 2XNY; 2Y7L; 2Z4E; 3BVH; 3E1I; 3FIB; 3GHG; 3H32; 3HUS; 4B60,,FGG,HGNC:3694,Humans,DB00364
4792,9589,Endothelial PAS domain-containing protein 1,EPAS1,,,Q99814,EPAS1_HUMAN,1P97; 2A24; 3F1N; 3F1O; 3F1P; 3H7W; 3H82; 4GHI; 4GS9; 4PKY; 4XT2; 5KIZ; 5TBM; 5UFP; 6BVB; 6CZW; 6D09; 6D0B; 6D0C,,,HGNC:3374,Humans,DB12255; DB15463
4794,9604,Melanocortin receptor 4,MC4R,,,P32245,MC4R_HUMAN,2IQP; 2IQR; 2IQS; 2IQU; 2IQV; 2IQW,,,HGNC:6932,Humans,DB11700
4797,9643,Exportin-1,XPO1,,,O14980,XPO1_HUMAN,1W9C; 2L1L; 3GB8; 4BSM; 4BSN; 5DIS,,,HGNC:12825,Humans,DB11942
4799,9653,Cadherin-11,CDH11,,,H3BUU9,H3BUU9_HUMAN,,,,HGNC:1750,Humans,DB00482
4810,9779,Pepsin A-5,PGA5,,,P0DJD9,PEPA5_HUMAN,,,,HGNC:8887,Humans,DB00364
4831,9797,Matrix metalloproteinase-25,MMP25,,,Q9NPA2,MMP25_HUMAN,,,,HGNC:14246,Humans,DB00786; DB01039; DB13873
4832,9800,60 kDa lysophospholipase,ASPG,,,Q86U10,LPP60_HUMAN,,,,HGNC:20123,Humans,DB00721
4837,9827,Transient receptor potential cation channel subfamily M member 4,TRPM4,,,Q8TD43,TRPM4_HUMAN,5WP6; 6BQR; 6BQV; 6BWI,,,HGNC:17993,Humans,DB01016
4838,9845,Sodium/hydrogen exchanger 3,SLC9A3,,,P48764,SL9A3_HUMAN,,,,HGNC:11073,Humans,DB11761
4839,9848,NAD-dependent protein deacetylase sirtuin-2,SIRT2,,,Q8IXJ6,SIR2_HUMAN,1J8F; 3ZGO; 3ZGV; 4L3O; 4R8M; 4RMG; 4RMH; 4RMI; 4RMJ; 4X3O; 4X3P; 4Y6L; 4Y6O; 4Y6Q; 5D7O; 5D7P; 5D7Q; 5DY4; 5DY5; 5FYQ; 5G4C; 5MAR; 5MAT; 5Y0Z; 5Y5N; 5YQL; 5YQM; 5YQN; 5YQO,,,HGNC:10886,Humans,DB15493
4840,9866,Sulfotransferase 1C4,SULT1C4,,,O75897,ST1C4_HUMAN,2AD1; 2GWH,,,HGNC:11457,Humans,DB00867
4841,9934,Prohibitin,PHB,,,P35232,PHB_HUMAN,1LU7,,,HGNC:8912,Humans,DB15495; DB15496
4842,9937,C-C chemokine receptor type 4,CCR4,,,P51679,CCR4_HUMAN,,,,HGNC:1605,Humans,DB15570
4854,9994,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,PPARGC1B,,,Q86YN6,PRGC2_HUMAN,3SP6; 6D0Y,,,HGNC:30022,Humans,DB01118
4855,10011,P2X purinoceptor 3,P2RX3,,,P56373,P2RX3_HUMAN,5SVJ; 5SVK; 5SVL; 5SVM; 5SVP; 5SVQ; 5SVR; 5SVS; 5SVT; 5YVE; 6AH4; 6AH5,,,HGNC:8534,Humans,DB15097
4856,10017,P2X purinoceptor 2,P2RX2,,,Q9UBL9,P2RX2_HUMAN,,,,HGNC:15459,Humans,DB15097
4857,10008,Lysophosphatidic acid receptor 4,LPAR4,,,Q99677,LPAR4_HUMAN,,,,HGNC:4478,,DB01069
4858,10002,Lysophosphatidic acid receptor 6,LPAR6,,,P43657,LPAR6_HUMAN,,,,HGNC:15520,,DB01069
4859,10014,P2X purinoceptor 1,P2RX1,,,P51575,P2RX1_HUMAN,,,,HGNC:8533,,DB01069
4863,10020,P2X purinoceptor 5,P2RX5,,,Q93086,P2RX5_HUMAN,,,,HGNC:8536,,DB01069
4864,9996,P2X purinoceptor 6,P2RX6,,,O15547,P2RX6_HUMAN,,,,HGNC:8538,,DB01069
4865,9999,P2X purinoceptor 7,P2RX7,,,Q99572,P2RX7_HUMAN,,,,HGNC:8537,,DB01069
4866,10005,P2Y purinoceptor 1,P2RY1,,,P47900,P2RY1_HUMAN,1Y36; 4XNV; 4XNW,,,HGNC:8539,,DB01069
4869,10026,P2Y purinoceptor 13,P2RY13,,,Q9BPV8,P2Y13_HUMAN,2B6U,,,HGNC:4537,,DB01069
4870,10032,P2Y purinoceptor 14,P2RY14,,,Q15391,P2Y14_HUMAN,2B6V,,,HGNC:16442,,DB01069
4872,10023,P2Y purinoceptor 4,P2RY4,,,P51582,P2RY4_HUMAN,2B6Q,,,HGNC:8542,,DB01069
4873,10035,P2Y purinoceptor 8,P2RY8,,,Q86VZ1,P2RY8_HUMAN,,,,HGNC:15524,,DB01069
4874,10029,Putative P2Y purinoceptor 10,P2RY10,,,O00398,P2Y10_HUMAN,,,,HGNC:19906,,DB01069
4892,10074,Potassium voltage-gated channel subfamily E member 2,KCNE2,,,Q9Y6J6,KCNE2_HUMAN,2M0Q,,,HGNC:6242,,DB00228; DB01069; DB01110
4893,10071,Potassium voltage-gated channel subfamily E member 3,KCNE3,,,Q9Y6H6,KCNE3_HUMAN,2NDJ,,,HGNC:6243,,DB00228; DB01069; DB01110
4894,10089,Potassium voltage-gated channel subfamily E member 4,KCNE4,,,Q8WWG9,KCNE4_HUMAN,,,,HGNC:6244,,DB00228; DB01069; DB01110
4895,10044,Potassium voltage-gated channel subfamily E regulatory beta subunit 5,KCNE5,,,Q9UJ90,KCNE5_HUMAN,,,,HGNC:6241,,DB00228; DB01069; DB01110
4896,10092,Potassium voltage-gated channel subfamily F member 1,KCNF1,,,Q9H3M0,KCNF1_HUMAN,,,,HGNC:6246,,DB00228; DB01069; DB01110
4897,10065,Potassium voltage-gated channel subfamily G member 1,KCNG1,,,Q9UIX4,KCNG1_HUMAN,,,,HGNC:6248,,DB00228; DB01069; DB01110
4898,10059,Potassium voltage-gated channel subfamily G member 2,KCNG2,,,Q9UJ96,KCNG2_HUMAN,,,,HGNC:6249,,DB00228; DB01069; DB01110
4899,10038,Potassium voltage-gated channel subfamily G member 3,KCNG3,,,Q8TAE7,KCNG3_HUMAN,,,,HGNC:18306,,DB00228; DB01069; DB01110
4900,10050,Potassium voltage-gated channel subfamily G member 4,KCNG4,,,Q8TDN1,KCNG4_HUMAN,,,,HGNC:19697,,DB00228; DB01069; DB01110
4903,10056,Potassium voltage-gated channel subfamily H member 3,KCNH3,,,Q9ULD8,KCNH3_HUMAN,,,,HGNC:6252,,DB00228; DB01069; DB01110
4904,10077,Potassium voltage-gated channel subfamily H member 4,KCNH4,,,Q9UQ05,KCNH4_HUMAN,,,,HGNC:6253,,DB00228; DB01069; DB01110
4905,10041,Potassium voltage-gated channel subfamily H member 5,KCNH5,,,Q8NCM2,KCNH5_HUMAN,,,,HGNC:6254,,DB00228; DB01069; DB01110
4908,10062,Potassium voltage-gated channel subfamily H member 8,KCNH8,,,Q96L42,KCNH8_HUMAN,,,,HGNC:18864,,DB00228; DB01069; DB01110
4914,10053,Potassium voltage-gated channel subfamily S member 1,KCNS1,,,Q96KK3,KCNS1_HUMAN,,,,HGNC:6300,,DB00228; DB01069; DB01110
4915,10047,Potassium voltage-gated channel subfamily S member 3,KCNS3,,,Q9BQ31,KCNS3_HUMAN,,,,HGNC:6302,,DB00228; DB01069; DB01110
4916,10086,Potassium voltage-gated channel subfamily V member 1,KCNV1,,,Q6PIU1,KCNV1_HUMAN,,,,HGNC:18861,,DB00228; DB01069; DB01110
4917,10068,Potassium voltage-gated channel subfamily V member 2,KCNV2,,,Q8TDN2,KCNV2_HUMAN,,,,HGNC:19698,,DB00228; DB01069; DB01110
4918,10080,Voltage-gated potassium channel subunit beta-1,KCNAB1,,,Q14722,KCAB1_HUMAN,,,,HGNC:6228,,DB00228; DB01069; DB01110
4919,10083,Voltage-gated potassium channel subunit beta-2,KCNAB2,,,Q13303,KCAB2_HUMAN,1ZSX,,,HGNC:6229,,DB00228; DB01069; DB01110
4920,10093,Histone-lysine N-methyltransferase EZH1,EZH1,,,Q92800,EZH1_HUMAN,,,,HGNC:3526,Humans,DB12887
4946,10134,ATP-citrate synthase,ACLY,,,P53396,ACLY_HUMAN,3MWD; 3MWE; 3PFF; 5TDE; 5TDF; 5TDM; 5TDZ; 5TE1; 5TEQ; 5TES; 5TET; 6HXH; 6HXK; 6HXL; 6HXM; 6O0H; 6QFB,,,HGNC:115,Humans,DB11936
4947,10164,Prostaglandin-H2 D-isomerase,PTGDS,,,P41222,PTGDS_HUMAN,2WWP; 3O19; 3O22; 3O2Y; 4IMN; 4IMO; 4ORR; 4ORS; 4ORU; 4ORW; 4ORX; 4ORY; 4OS0; 4OS3; 4OS8; 5WY9,,,HGNC:9592,Humans,DB00162
4948,10170,DNA (cytosine-5)-methyltransferase 3A,DNMT3A,,,Q9Y6K1,DNM3A_HUMAN,2QRV; 3A1A; 3A1B; 3LLR; 3SVM; 4QBQ; 4QBR; 4QBS; 4U7P; 4U7T; 5YX2; 6BRR; 6F57,,,HGNC:2978,Humans,DB00721; DB01262
4949,10173,Sphingosine 1-phosphate receptor 3,S1PR3,,,Q99500,S1PR3_HUMAN,,,,HGNC:3167,Humans,DB08868
4950,10176,Sphingosine 1-phosphate receptor 4,S1PR4,,,O95977,S1PR4_HUMAN,2DCO,,,HGNC:3170,Humans,DB08868; DB14766
4951,10251,Apolipoprotein B-100,APOB,,,P04114,APOB_HUMAN,,,,HGNC:603,Humans,DB14533; DB14548
4952,10254,Hemopexin,HPX,,,P02790,HEMO_HUMAN,,,,HGNC:5171,Humans,DB14533; DB14548
4953,10257,Histidine-rich glycoprotein,HRG,,,P04196,HRG_HUMAN,,,,HGNC:5181,Humans,DB14533; DB14548
4954,10260,Haptoglobin,HP,,,P00738,HPT_HUMAN,4WJG; 4X0L; 5HU6,,,HGNC:5141,Humans,DB14533; DB14548
4955,10263,C->U-editing enzyme APOBEC-1,APOBEC1,,,P41238,ABEC1_HUMAN,,,,HGNC:604,Humans,DB14533; DB14548
4956,10266,Semenogelin-2,SEMG2,,,Q02383,SEMG2_HUMAN,,,,HGNC:10743,Humans,DB14533; DB14548
4957,10269,Receptor tyrosine-protein kinase erbB-3,ERBB3,,,P21860,ERBB3_HUMAN,1M6B; 2L9U; 3KEX; 3LMG; 3P11; 4LEO; 4P59; 4RIW; 4RIX; 4RIY; 5CUS; 5O4O; 5O7P; 6OP9,,,HGNC:3431,Humans,DB11652
4958,10275,Transmembrane protease serine 2,TMPRSS2,,,O15393,TMPS2_HUMAN,,,,HGNC:11876,Humans,DB09019; DB13729; DB16737
4959,10281,Cholecystokinin,CCK,,,P06307,CCKN_HUMAN,,,,HGNC:1569,Humans,DB13729
4973,10289,Diacylglycerol kinase beta,DGKB,,,Q9Y6T7,DGKB_HUMAN,,,,HGNC:2850,Humans,DB14001
4975,10298,Diacylglycerol kinase epsilon,DGKE,,,P52429,DGKE_HUMAN,,,,HGNC:2852,Humans,DB14001
4976,10295,Diacylglycerol kinase eta,DGKH,,,Q86XP1,DGKH_HUMAN,,,,HGNC:2854,Humans,DB14001
4978,10301,Diacylglycerol kinase iota,DGKI,,,O75912,DGKI_HUMAN,,,,HGNC:2855,Humans,DB14001
4979,10286,Diacylglycerol kinase kappa,DGKK,,,Q5KSL6,DGKK_HUMAN,,,,HGNC:32395,Humans,DB14001
4980,10292,Diacylglycerol kinase theta,DGKQ,,,P52824,DGKQ_HUMAN,,,,HGNC:2856,Humans,DB14001
4981,10304,Diacylglycerol kinase zeta,DGKZ,,,Q13574,DGKZ_HUMAN,5ELQ,,,HGNC:2857,Humans,DB14001
4982,10307,Elongation of very long chain fatty acids protein 2,ELOVL2,,,Q9NXB9,ELOV2_HUMAN,,,,HGNC:14416,Humans,DB00132
4983,10319,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,,,Q05209,PTN12_HUMAN,5HDE; 5J8R; 5O2P,,,HGNC:9645,Humans,DB01133
4984,10322,Tyrosine-protein phosphatase non-receptor type 6,PTPN6,,,P29350,PTN6_HUMAN,1FPR; 1GWZ; 1X6C; 2B3O; 2RMX; 2YU7; 3PS5; 4GRY; 4GRZ; 4GS0; 4HJP; 4HJQ,,,HGNC:9658,Humans,DB01133
4985,10335,V-type proton ATPase 116 kDa subunit a isoform 1,ATP6V0A1,,,Q93050,VPP1_HUMAN,,,,HGNC:865,Humans,DB01133
4986,10347,V-type proton ATPase 116 kDa subunit a isoform 2,ATP6V0A2,,,Q9Y487,VPP2_HUMAN,,,,HGNC:18481,Humans,DB01133
4987,10338,V-type proton ATPase 116 kDa subunit a isoform 3,TCIRG1,,,Q13488,VPP3_HUMAN,,,,HGNC:11647,Humans,DB01133
4988,10344,V-type proton ATPase 116 kDa subunit a isoform 4,ATP6V0A4,,,Q9HBG4,VPP4_HUMAN,,,,HGNC:866,Humans,DB01133
4989,10341,V-type proton ATPase 16 kDa proteolipid subunit,ATP6V0C,,,P27449,VATL_HUMAN,,,,HGNC:855,Humans,DB01133
4990,10332,V-type proton ATPase 21 kDa proteolipid subunit,ATP6V0B,,,Q99437,VATO_HUMAN,,,,HGNC:861,Humans,DB01133
4993,10350,"V-type proton ATPase subunit B, kidney isoform",ATP6V1B1,,,P15313,VATB1_HUMAN,,,,HGNC:853,Humans,DB01133
4995,10353,V-type proton ATPase subunit C 2,ATP6V1C2,,,Q8NEY4,VATC2_HUMAN,,,,HGNC:18264,Humans,DB01133
4996,10365,V-type proton ATPase subunit D,ATP6V1D,,,Q9Y5K8,VATD_HUMAN,,,,HGNC:13527,Humans,DB01133
4997,10313,V-type proton ATPase subunit d 1,ATP6V0D1,,,P61421,VA0D1_HUMAN,,,,HGNC:13724,Humans,DB01133
4998,10329,V-type proton ATPase subunit d 2,ATP6V0D2,,,Q8N8Y2,VA0D2_HUMAN,,,,HGNC:18266,Humans,DB01133
4999,10362,V-type proton ATPase subunit e 1,ATP6V0E1,,,O15342,VA0E1_HUMAN,,,,HGNC:863,Humans,DB01133
5000,10371,V-type proton ATPase subunit E 1,ATP6V1E1,,,P36543,VATE1_HUMAN,,,,HGNC:857,Humans,DB01133
5001,10323,V-type proton ATPase subunit E 2,ATP6V1E2,,,Q96A05,VATE2_HUMAN,,,,HGNC:18125,Humans,DB01133
5002,10326,V-type proton ATPase subunit e 2,ATP6V0E2,,,Q8NHE4,VA0E2_HUMAN,,,,HGNC:21723,Humans,DB01133
5003,10368,V-type proton ATPase subunit F,ATP6V1F,,,Q16864,VATF_HUMAN,,,,HGNC:16832,Humans,DB01133
5004,10377,V-type proton ATPase subunit G 1,ATP6V1G1,,,O75348,VATG1_HUMAN,,,,HGNC:864,Humans,DB01133
5005,10356,V-type proton ATPase subunit G 2,ATP6V1G2,,,O95670,VATG2_HUMAN,,,,HGNC:862,Humans,DB01133
5006,10359,V-type proton ATPase subunit G 3,ATP6V1G3,,,Q96LB4,VATG3_HUMAN,,,,HGNC:18265,Humans,DB01133
5007,10374,V-type proton ATPase subunit H,ATP6V1H,,,Q9UI12,VATH_HUMAN,,,,HGNC:18303,Humans,DB01133
5008,10316,V-type proton ATPase subunit S1,ATP6AP1,,,Q15904,VAS1_HUMAN,,,,HGNC:868,Humans,DB01133
5015,10379,Caspase-4,CASP4,,,P49662,CASP4_HUMAN,,,,HGNC:1505,Humans,DB06255
5027,10382,Mitochondrial potassium channel,CCDC51,,,Q96ER9,MITOK_HUMAN,,,,HGNC:25714,Humans,DB01236
5028,10388,Plasma membrane calcium-transporting ATPase 1,ATP2B1,,,P20020,AT2B1_HUMAN,6A69,,,HGNC:814,Humans,DB01159
5029,10391,Plasma membrane calcium-transporting ATPase 2,ATP2B2,,,Q01814,AT2B2_HUMAN,,,,HGNC:815,Humans,DB01159
5030,10394,Plasma membrane calcium-transporting ATPase 3,ATP2B3,,,Q16720,AT2B3_HUMAN,,,,HGNC:816,Humans,DB01159
5031,10397,Plasma membrane calcium-transporting ATPase 4,ATP2B4,,,P23634,AT2B4_HUMAN,1CFF; 2KNE,,,HGNC:817,Humans,DB01159
5034,10143,Sodium-coupled neutral amino acid transporter 1,SLC38A1,,,Q9H2H9,S38A1_HUMAN,,,,HGNC:13447,Humans,DB00174
5035,10146,Sodium-coupled neutral amino acid transporter 2,SLC38A2,,,Q96QD8,S38A2_HUMAN,,,,HGNC:13448,Humans,DB00174
5037,10406,Sodium-coupled neutral amino acid transporter 4,SLC38A4,,,Q969I6,S38A4_HUMAN,,,,HGNC:14679,Humans,DB00174
5039,10412,Caspase-9,CASP9,,,P55211,CASP9_HUMAN,1JXQ; 1NW9; 2AR9; 3D9T; 3V3K; 3YGS; 4RHW; 5JUY; 5WVC; 5WVE,,,HGNC:1511,Humans,DB00282
5047,2288,Probable glutathione peroxidase 8,GPX8,18676757.0,AK074216,Q8TED1,GPX8_HUMAN,3CYN; 3KIJ,,,HGNC:33100,,DB00143; DB03310; DB09096
5048,10418,Beta-galactosidase,GLB1,,,P16278,BGAL_HUMAN,3THC; 3THD; 3WEZ; 3WF0; 3WF1; 3WF2; 3WF3; 3WF4,,,HGNC:4298,Humans,DB04465
5051,10424,Calcium-transporting ATPase type 2C member 2,ATP2C2,,,O75185,AT2C2_HUMAN,,,,HGNC:29103,Humans,DB00867; DB01189; DB01236
5068,10433,Glutathione S-transferase theta-2B,GSTT2B,,,P0CG30,GSTT2_HUMAN,1LJR; 2LJR; 3LJR; 4MPG,,,HGNC:33437,Humans,DB03310; DB03619
5070,10437,DNA (cytosine-5)-methyltransferase 3B,DNMT3B,,,Q9UBC3,DNM3B_HUMAN,3FLG; 3QKJ; 5CIU; 5NR3; 5NRR; 5NRS; 5NRV; 5NV0; 5NV2; 5NV7; 5NVO; 6KDA; 6KDB; 6KDL; 6KDP; 6KDT,,,HGNC:2979,Humans,DB01262
5079,10486,Sphingosine kinase 2,SPHK2,,,Q9NRA0,SPHK2_HUMAN,,,,HGNC:18859,Humans,DB12764
5080,10498,Guanylate cyclase soluble subunit beta-1,GUCY1B1,,,Q02153,GCYB1_HUMAN,2WZ1; 3UVJ; 4NI2; 5MNW; 6JT0; 6JT1; 6JT2,,,HGNC:4687,Humans,DB15456
5081,10518,Integrin beta-6,ITGB6,,,P18564,ITB6_HUMAN,1LH9; 4UM8; 4UM9; 5FFG; 5FFO; 5NEM; 5NER; 5NET; 5NEU,,,HGNC:6161,Humans,DB16515
5082,10563,Lymphatic vessel endothelial hyaluronic acid receptor 1,LYVE1,,,Q9Y5Y7,LYVE1_HUMAN,,,,HGNC:14687,Humans,DB08818
5083,10568,Molybdopterin synthase catalytic subunit,MOCS2,,,O96007,MOC2B_HUMAN,4AP8; 5MPO,,,HGNC:7193,Humans,DB16628
5084,10569,PI-PLC X domain-containing protein 3,PLCXD3,,,Q63HM9,PLCX3_HUMAN,,,,HGNC:31822,Humans,DB04339
5086,10595,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,,,P42765,THIM_HUMAN,4C2J; 4C2K,,,HGNC:83,Humans,DB09069
5090,4956,Sodium/potassium-transporting ATPase subunit alpha-4,ATP1A4,,,Q13733,AT1A4_HUMAN,,,,HGNC:14073,Humans,DB09020; DB16690
5091,4919,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,,,P05026,AT1B1_HUMAN,,,,HGNC:804,Humans,DB09020; DB16690
5092,4943,Sodium/potassium-transporting ATPase subunit beta-2,ATP1B2,,,P14415,AT1B2_HUMAN,,,,HGNC:805,Humans,DB09020; DB16690
5093,4951,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,,,P54709,AT1B3_HUMAN,,,,HGNC:806,Humans,DB09020; DB16690
5095,10609,Extracellular superoxide dismutase [Cu-Zn],SOD3,,,P08294,SODE_HUMAN,2JLP,,,HGNC:11181,Humans,DB09096
5098,10619,Serine/threonine-protein kinase ATR,ATR,,,Q13535,ATR_HUMAN,5YZ0,,,HGNC:882,Humans,DB14917
5099,10624,Guanylate cyclase soluble subunit alpha-1,GUCY1A1,,,Q02108,GCYA1_HUMAN,3UVJ; 4NI2; 6JT0; 6JT1; 6JT2,,,HGNC:4685,Humans,DB09401
5102,10629,Guanylate cyclase soluble subunit beta-2,GUCY1B2,,,O75343,GCYB2_HUMAN,,,,HGNC:4686,Humans,DB09401
5106,10688,Toll-like receptor 6,TLR6,,,Q9Y2C9,TLR6_HUMAN,4OM7,,,HGNC:16711,Humans,DB16474
5109,10729,Lysine-specific histone demethylase 1A,KDM1A,,,O60341,KDM1A_HUMAN,2COM; 2DW4; 2EJR; 2H94; 2HKO; 2IW5; 2L3D; 2UXN; 2UXX; 2V1D; 2X0L; 2XAF; 2XAG; 2XAH; 2XAJ; 2XAQ; 2XAS; 2Y48; 2Z3Y; 2Z5U; 3ABT; 3ABU; 3ZMS; 3ZMT; 3ZMU; 3ZMV; 3ZMZ; 3ZN0; 3ZN1; 4BAY; 4CZZ; 4KUM; 4UV8; 4UV9; 4UVA; 4UVB; 4UVC; 4UXN; 4XBF; 5AFW; 5H6Q; 5H6R; 5IT3; 5L3B; 5L3C; 5L3D; 5L3E; 5L3F; 5L3G; 5LBQ; 5LGN; 5LGT; 5LGU; 5LHG; 5LHH; 5LHI; 5X60; 5YJB; 6E1F; 6K3E; 6KGK; 6KGL; 6KGM; 6KGN; 6KGO; 6KGP; 6KGQ; 6KGR; 6NQM; 6NQU; 6NR5; 6S35; 6TE1; 6VYP; 6W4K; 7JJL; 7JJM; 7JK7,,,HGNC:29079,Humans,DB16446
5110,10744,C5a anaphylatoxin chemotactic receptor 1,C5AR1,,,P21730,C5AR1_HUMAN,5O9H; 6C1Q; 6C1R,,,HGNC:1338,Humans,DB15011
5115,10850,Dual specificity mitogen-activated protein kinase kinase 4,MAP2K4,,,P45985,MP2K4_HUMAN,3ALN; 3ALO; 3VUT,,,HGNC:6844,Humans,DB11718
5122,10855,Dual specificity mitogen-activated protein kinase kinase 7,MAP2K7,,,O14733,MP2K7_HUMAN,2DYL; 3WZU; 4UX9; 5B2K; 5B2L; 5B2M; 5Y8U; 5Y90; 5Z1D; 5Z1E; 6IB0; 6IB2; 6QFL; 6QFR; 6QFT; 6QG4; 6QG7; 6QHO; 6QHR; 6YFZ; 6YG0; 6YG1; 6YG2; 6YG3; 6YG4; 6YG5; 6YG6; 6YG7; 6YZ4; 7CBX,,,HGNC:6847,Humans,DB14904
5123,10905,Free fatty acid receptor 2,FFAR2,,,O15552,FFAR2_HUMAN,,,,HGNC:4501,Humans,DB15406
5124,10925,Apoptosis regulator BAX,BAX,,,Q07812,BAX_HUMAN,1F16; 2G5B; 2K7W; 2LR1; 3PK1; 3PL7; 4BD2; 4BD6; 4BD7; 4BD8; 4BDU; 4S0O; 4S0P; 4UF2; 4ZIE; 4ZIF; 4ZIG; 4ZIH; 4ZII; 5W5X; 5W5Z; 5W60; 5W61; 6EB6; 6L8V; 6L95; 6TRR; 6XY6,,,HGNC:959,Humans,DB12756
5125,11081,Uracil nucleotide/cysteinyl leukotriene receptor,GPR17,,,Q13304,GPR17_HUMAN,,,,HGNC:4471,Humans,DB01861; DB03435; DB03501
5127,11109,Adenylate cyclase type 10,ADCY10,,,Q96PN6,ADCYA_HUMAN,4CLF; 4CLK; 4CLL; 4CLP; 4CLS; 4CLT; 4CLU; 4CLW; 4CLY; 4CLZ; 4CM0; 4CM2; 4OYA; 4OYB; 4OYI; 4OYM; 4OYO; 4OYP; 4OYW; 4OYX; 4OYZ; 4OZ2; 4OZ3; 4UST; 4USU; 4USV; 4USW; 5D0R; 5IV3; 5IV4,,,HGNC:21285,Humans,DB02587
5129,11094,Adenylate cyclase type 3,ADCY3,,,O60266,ADCY3_HUMAN,,,,HGNC:234,Humans,DB02587
5130,11124,Adenylate cyclase type 4,ADCY4,,,Q8NFM4,ADCY4_HUMAN,,,,HGNC:235,Humans,DB02587
5132,11104,Adenylate cyclase type 6,ADCY6,,,O43306,ADCY6_HUMAN,,,,HGNC:237,Humans,DB02587
5133,11114,Adenylate cyclase type 7,ADCY7,,,P51828,ADCY7_HUMAN,,,,HGNC:238,Humans,DB02587
5134,11099,Adenylate cyclase type 8,ADCY8,,,P40145,ADCY8_HUMAN,,,,HGNC:239,Humans,DB02587
5135,11119,Adenylate cyclase type 9,ADCY9,,,O60503,ADCY9_HUMAN,,,,HGNC:240,Humans,DB02587
5140,11195,Elongation factor 1-alpha 2,EEF1A2,,,Q05639,EF1A2_HUMAN,3C5J,,,HGNC:3192,Humans,DB04977
5146,11237,"ATP synthase subunit epsilon, mitochondrial",ATP5F1E,,,P56381,ATP5E_HUMAN,,,,HGNC:838,Humans,DB01119
5151,11259,DNA primase small subunit,PRIM1,,,P49642,PRI1_HUMAN,4BPU; 4BPW; 4BPX; 4LIK; 4LIL; 4MHQ; 4RR2; 5EXR; 6R4S; 6R4T; 6R4U; 6R5D; 6R5E; 6RB4; 7OPL; 7U5C; 8D0B; 8D0K,,,HGNC:9369,Humans,DB01280
5162,12575,RAC-gamma serine/threonine-protein kinase,AKT3,,,Q9Y243,AKT3_HUMAN,2X18,,,HGNC:393,Humans,DB12218
5163,14802,Presenilin-1,PSEN1,,,P49768,PSN1_HUMAN,2KR6; 4UIS; 5A63; 5FN2; 5FN3; 5FN4; 5FN5; 6IDF; 6IYC; 6LQG; 6LR4; 7C9I; 7D8X; 7Y5T,,,HGNC:9508,Humans,DB12005
1,22,Solute carrier family 13 member 1,SLC13A1,12620132.0,AF260824,Q9BZW2,S13A1_HUMAN,,,SLC13A1,HGNC:10916,Humans,DB00139
12,168,Solute carrier family 23 member 1,SLC23A1,3789785.0,AF058317,Q9UHI7,S23A1_HUMAN,,,SLC23A1,HGNC:10974,Humans,DB00126
16,222,Large neutral amino acids transporter small subunit 1,SLC7A5,3639058.0,AF077866,Q01650,LAT1_HUMAN,,,SLC7A5,HGNC:11063,Humans,DB00130; DB00230; DB00279; DB00451; DB00509; DB00996; DB01042; DB01235; DB01746; DB02556; DB02750
28,362,Transcobalamin-2,TCN2,339196.0,M60396,P20062,TCO2_HUMAN,2BB5,,TCN2,HGNC:11653,Humans,DB00115
31,447,Solute carrier family 13 member 2,SLC13A2,1098557.0,U26209,Q13183,S13A2_HUMAN,,,SLC13A2,HGNC:10917,Humans,DB00139; DB09154
40,611,Solute carrier family 13 member 3,SLC13A3,8132324.0,AF154121,Q8WWT9,S13A3_HUMAN,,,SLC13A3,HGNC:14430,Humans,DB00139
